"G278"	"G1076"	0.938727944418178
"G29"	"G1732"	0.895249124927316
"G115"	"G729"	0.87503939044589
"G147"	"G2826"	0.657290576072198
"G222"	"G849"	0.651472881816698
"G296"	"G610"	0.634434984793617
"G296"	"G4822"	0.632250206467276
"G300"	"G3077"	0.626442910605135
"G63"	"G1986"	0.626125782040097
"G147"	"G1986"	0.625764614783646
"G147"	"G3482"	0.624455466431811
"G147"	"G4199"	0.620673775893517
"G147"	"G2934"	0.592144421902371
"G222"	"G2373"	0.588502911461579
"G222"	"G5944"	0.572124886534002
"G63"	"G2934"	0.569717082715325
"G222"	"G3640"	0.567868015429613
"G222"	"G4969"	0.567758893899359
"G147"	"G1966"	0.558326002642552
"G63"	"G2826"	0.5575446453625
"G63"	"G4199"	0.556935445926722
"G63"	"G3482"	0.542106077624289
"G231"	"G2263"	0.540131109703035
"G63"	"G2255"	0.537485488533844
"G222"	"G1466"	0.536171399862245
"G222"	"G3486"	0.533662610789198
"G300"	"G5097"	0.533124712445612
"G78"	"G3955"	0.531999549600823
"G63"	"G3807"	0.52712550967275
"G222"	"G373"	0.526592901724476
"G222"	"G3187"	0.525572997099179
"G63"	"G1966"	0.522854359310974
"G147"	"G3807"	0.520080363205935
"G222"	"G3488"	0.515079925173881
"G222"	"G548"	0.513983866765435
"G147"	"G2255"	0.508386977409946
"G330"	"G463"	0.501615624644143
"G63"	"G4168"	0.500114865497522
"G63"	"G3402"	0.49958710422829
"G228"	"G4582"	0.498438145092547
"G66"	"G610"	0.493840007187588
"G296"	"G4867"	0.493764973411422
"G222"	"G3398"	0.493557463215907
"G178"	"G4985"	0.489975780979461
"G227"	"G2544"	0.489141150112258
"G147"	"G2519"	0.484196350963848
"G222"	"G3606"	0.483081710345945
"G300"	"G2150"	0.482720696330812
"G66"	"G2050"	0.482356481932694
"G137"	"G5949"	0.479963391472599
"G147"	"G4168"	0.477280439647574
"G147"	"G63"	0.477082906524818
"G300"	"G5575"	0.47602343871188
"G63"	"G355"	0.475334719323875
"G227"	"G2696"	0.474554933190162
"G296"	"G4019"	0.473437208582767
"G227"	"G5865"	0.465753243282229
"G119"	"G377"	0.464946450998725
"G66"	"G4822"	0.463497451385536
"G202"	"G461"	0.460046873129766
"G151"	"G377"	0.458533215854798
"G231"	"G1834"	0.454852903439389
"G228"	"G5861"	0.446663108853978
"G228"	"G2208"	0.446434105573079
"G81"	"G5255"	0.44515945613865
"G172"	"G1256"	0.443801513877872
"G222"	"G5050"	0.443513332895896
"G137"	"G5292"	0.438393866370973
"G228"	"G1880"	0.433700764447456
"G66"	"G4821"	0.433445086539512
"G81"	"G4534"	0.429034423655796
"G296"	"G706"	0.427191880886558
"G222"	"G4354"	0.425347275165793
"G300"	"G1069"	0.424693410768896
"G61"	"G2373"	0.424654422561153
"G228"	"G1256"	0.42458364844653
"G222"	"G4463"	0.424296868878557
"G81"	"G4636"	0.42088228046915
"G178"	"G3518"	0.420017371077823
"G63"	"G2519"	0.413234512236677
"G240"	"G3372"	0.412352096509307
"G260"	"G2688"	0.410701281013293
"G321"	"G2535"	0.410671957935296
"G227"	"G5050"	0.408273523324732
"G78"	"G3872"	0.407703181019336
"G239"	"G5575"	0.407536803561213
"G147"	"G355"	0.407060681023178
"G61"	"G4354"	0.40565605035432
"G81"	"G3719"	0.405197096759807
"G183"	"G2189"	0.404765902784121
"G61"	"G4969"	0.404593698992008
"G78"	"G2254"	0.404281651103079
"G61"	"G3187"	0.403289740674551
"G137"	"G5401"	0.402736453263756
"G61"	"G849"	0.402305086172143
"G228"	"G5817"	0.401980663679503
"G239"	"G2150"	0.401666392674258
"G81"	"G5062"	0.401374532966766
"G81"	"G560"	0.401362413808296
"G222"	"G2696"	0.40054498549941
"G63"	"G3633"	0.400475367769575
"G304"	"G3016"	0.400374549686357
"G78"	"G4386"	0.399753889205221
"G178"	"G1491"	0.399477460427422
"G196"	"G2838"	0.399053829411508
"G61"	"G3488"	0.397530045635036
"G81"	"G3258"	0.397262926668362
"G222"	"G3575"	0.396708539662301
"G330"	"G3910"	0.396492932826143
"G296"	"G3141"	0.395754419293544
"G260"	"G5234"	0.395320575487001
"G172"	"G5861"	0.395019965427639
"G321"	"G3151"	0.394924145538183
"G255"	"G5916"	0.394395812992069
"G303"	"G1103"	0.39336424670953
"G300"	"G2544"	0.393275834977651
"G61"	"G222"	0.391290565990968
"G330"	"G3622"	0.390939068593018
"G81"	"G5712"	0.390478273579336
"G63"	"G5106"	0.389675187456815
"G81"	"G3674"	0.388184486392573
"G151"	"G2252"	0.388072627018861
"G227"	"G955"	0.387533538592373
"G250"	"G4101"	0.387264892320427
"G137"	"G1388"	0.386657677514658
"G304"	"G5746"	0.386511487227026
"G250"	"G2889"	0.386469335925051
"G239"	"G2899"	0.386045973127456
"G81"	"G923"	0.385950714963989
"G222"	"G2135"	0.38583496387675
"G63"	"G3992"	0.385704936280983
"G81"	"G2592"	0.385341753375502
"G183"	"G2725"	0.384417439178472
"G137"	"G2333"	0.384113460440795
"G81"	"G4476"	0.383734398548735
"G282"	"G1979"	0.382969719592308
"G63"	"G354"	0.382403920780962
"G178"	"G2950"	0.382274967737108
"G66"	"G296"	0.382201786572448
"G81"	"G5722"	0.381887662647759
"G61"	"G548"	0.381815062891811
"G296"	"G3512"	0.381479386814546
"G147"	"G3402"	0.381323150430313
"G66"	"G3272"	0.3813123107946
"G137"	"G5468"	0.380854819781409
"G332"	"G1347"	0.380828125231327
"G147"	"G3633"	0.380023702500963
"G168"	"G5620"	0.379930396068483
"G330"	"G5932"	0.379202891259834
"G78"	"G3144"	0.378158245915829
"G300"	"G2899"	0.378082206930414
"G231"	"G517"	0.378038095615514
"G137"	"G5708"	0.376569843214818
"G61"	"G3640"	0.376514435181691
"G81"	"G4931"	0.37648720683622
"G231"	"G3769"	0.376451741548127
"G178"	"G2273"	0.375626626075259
"G296"	"G66"	0.37548532821928
"G78"	"G4442"	0.375317933836068
"G178"	"G1765"	0.375123514139469
"G304"	"G3220"	0.375052189302184
"G81"	"G5782"	0.374904101623869
"G183"	"G5189"	0.374811643188456
"G296"	"G5394"	0.374506477429524
"G66"	"G1163"	0.373644263975569
"G228"	"G3625"	0.373233675076426
"G81"	"G879"	0.372905697396166
"G81"	"G1578"	0.372432646194029
"G300"	"G917"	0.371745892592639
"G172"	"G1880"	0.371669209285355
"G101"	"G1085"	0.371631962598804
"G15"	"G1911"	0.371107355015081
"G296"	"G1469"	0.370630554942377
"G330"	"G1999"	0.369769211740538
"G234"	"G862"	0.369290944399465
"G296"	"G3240"	0.367460985240312
"G303"	"G2118"	0.367330403894689
"G66"	"G4019"	0.367019420017807
"G85"	"G5189"	0.366861225288587
"G63"	"G1347"	0.366548980783773
"G127"	"G5292"	0.366532658309598
"G248"	"G5240"	0.365372530878484
"G147"	"G4022"	0.365343815105035
"G234"	"G2093"	0.364026970265837
"G227"	"G2765"	0.363124684526646
"G295"	"G2591"	0.363082553802787
"G105"	"G3479"	0.362688118633911
"G81"	"G2971"	0.36259527526795
"G248"	"G4821"	0.362270982783556
"G81"	"G1359"	0.361770664162527
"G143"	"G1920"	0.361733875067292
"G178"	"G3448"	0.361724668821791
"G240"	"G2022"	0.361065231958085
"G296"	"G3080"	0.360739147468716
"G227"	"G1663"	0.360588775725294
"G183"	"G5030"	0.360265721738718
"G330"	"G5862"	0.359992544297784
"G239"	"G1069"	0.359560044915878
"G63"	"G147"	0.359338489045076
"G63"	"G4360"	0.359071598731979
"G231"	"G3892"	0.35875117419969
"G330"	"G862"	0.358585533544939
"G240"	"G941"	0.358289599413614
"G137"	"G517"	0.358157493324085
"G321"	"G473"	0.357962700369353
"G81"	"G5696"	0.357729950639981
"G330"	"G1335"	0.357424305510579
"G61"	"G2511"	0.356772943442369
"G234"	"G4462"	0.356328147651782
"G141"	"G5910"	0.35607594781882
"G285"	"G2690"	0.355666716779782
"G296"	"G4821"	0.354621644020862
"G222"	"G61"	0.354543521229308
"G298"	"G942"	0.354466790843443
"G147"	"G5641"	0.354420917938597
"G113"	"G5234"	0.354370789189272
"G196"	"G695"	0.354249844763593
"G107"	"G825"	0.354023634513851
"G78"	"G1551"	0.353481503079896
"G126"	"G2189"	0.353381294542459
"G296"	"G941"	0.35261087292463
"G222"	"G3141"	0.352386404079951
"G330"	"G1043"	0.351477732975241
"G304"	"G3448"	0.350433362533458
"G296"	"G4059"	0.350188225491765
"G81"	"G5305"	0.349877319607479
"G158"	"G3823"	0.349649203637605
"G172"	"G2765"	0.349310542916457
"G81"	"G3555"	0.34923875404881
"G304"	"G4983"	0.347764445444952
"G234"	"G5123"	0.347492891150718
"G183"	"G1327"	0.347338735253708
"G268"	"G5253"	0.347101115019417
"G172"	"G3077"	0.346661768448737
"G63"	"G5382"	0.345980715693786
"G183"	"G526"	0.345434492846608
"G105"	"G4826"	0.344140592207367
"G235"	"G5238"	0.343289622465491
"G296"	"G4318"	0.342564695897239
"G198"	"G673"	0.342310774732788
"G63"	"G3983"	0.341239967083569
"G80"	"G2989"	0.341014698789451
"G13"	"G4736"	0.340650776534662
"G178"	"G5408"	0.340445651262396
"G231"	"G537"	0.340260417450769
"G11"	"G2156"	0.340169296208938
"G255"	"G1975"	0.339878792302582
"G227"	"G1676"	0.339641783474759
"G13"	"G4127"	0.33915762503099
"G234"	"G3263"	0.339133970288947
"G300"	"G2765"	0.339043640367043
"G222"	"G2544"	0.33867593484431
"G270"	"G2896"	0.338304690060505
"G321"	"G3261"	0.33805925784865
"G66"	"G2343"	0.337613298337293
"G296"	"G3469"	0.337588978235975
"G330"	"G810"	0.336669631339086
"G330"	"G2836"	0.33595388864285
"G330"	"G2890"	0.335618558031482
"G81"	"G3391"	0.334968276513584
"G66"	"G5049"	0.33491649937985
"G255"	"G5160"	0.334593566610244
"G157"	"G1549"	0.334093112433507
"G330"	"G5082"	0.333981465705061
"G172"	"G2150"	0.333745775541255
"G81"	"G2124"	0.333729924934032
"G66"	"G2587"	0.333467849067747
"G139"	"G4487"	0.333316864472985
"G119"	"G2252"	0.333244899370202
"G211"	"G5339"	0.333227233616047
"G222"	"G5865"	0.332512583244112
"G234"	"G1250"	0.332457134752083
"G61"	"G3398"	0.332420319660583
"G178"	"G2436"	0.332188164890159
"G255"	"G4771"	0.332025107631867
"G227"	"G2107"	0.331985809681527
"G215"	"G3944"	0.331877857494539
"G137"	"G3892"	0.331784495258143
"G330"	"G1881"	0.331514721655953
"G198"	"G2651"	0.331260987751036
"G157"	"G221"	0.331198105109715
"G260"	"G2690"	0.331082688577668
"G17"	"G3945"	0.330999430909259
"G19"	"G5240"	0.330644661551814
"G141"	"G5147"	0.330602929820531
"G66"	"G3606"	0.330457739889352
"G143"	"G3398"	0.33042278914586
"G235"	"G1068"	0.330031532234039
"G78"	"G2745"	0.329837625230047
"G330"	"G1169"	0.329797023401865
"G227"	"G917"	0.329668097128609
"G255"	"G5674"	0.329349580539485
"G257"	"G1376"	0.329100226250836
"G222"	"G4821"	0.328371271536198
"G222"	"G2511"	0.327877132121136
"G13"	"G1729"	0.327449780706011
"G222"	"G3133"	0.327200142540034
"G13"	"G4754"	0.327174934655544
"G79"	"G3827"	0.326957165768531
"G303"	"G2055"	0.326771145457585
