"G77"	"G3971"	0.936362054282394
"G187"	"G1195"	0.889323459428738
"G187"	"G2989"	0.878514878402831
"G329"	"G2327"	0.842705545040521
"G150"	"G1090"	0.813179493513765
"G78"	"G3598"	0.792989899757698
"G116"	"G2990"	0.783527936565634
"G150"	"G1940"	0.757643140730106
"G259"	"G666"	0.737414823658648
"G209"	"G2123"	0.727825171649858
"G259"	"G3162"	0.687586799341056
"G259"	"G2929"	0.685500340470972
"G116"	"G1284"	0.676809431937018
"G116"	"G4206"	0.672413374715484
"G150"	"G2244"	0.656731111550887
"G329"	"G2760"	0.648207412537867
"G77"	"G1525"	0.642878222742467
"G329"	"G431"	0.638931614546893
"G259"	"G1116"	0.637684166249343
"G329"	"G4351"	0.631733832006593
"G6"	"G1101"	0.631116080819247
"G329"	"G1408"	0.629394704822076
"G329"	"G835"	0.629323072536395
"G259"	"G2314"	0.626536674632188
"G3"	"G1451"	0.621913838397167
"G306"	"G1525"	0.617931084539747
"G60"	"G443"	0.614546790613883
"G329"	"G2808"	0.607363816172292
"G73"	"G2884"	0.606617057777168
"G243"	"G3333"	0.605798271306626
"G305"	"G1020"	0.594240397129571
"G329"	"G1457"	0.59385422122182
"G13"	"G4146"	0.593604705613772
"G219"	"G110"	0.589875079047177
"G329"	"G2744"	0.586364465641816
"G259"	"G4271"	0.583021789705218
"G259"	"G2821"	0.581429825930737
"G329"	"G3647"	0.574053926159779
"G73"	"G1932"	0.570077829719258
"G78"	"G4417"	0.569863740936506
"G280"	"G1702"	0.563214992780839
"G110"	"G219"	0.559314696564997
"G77"	"G2120"	0.557787670323153
"G329"	"G1462"	0.552360574849589
"G329"	"G2723"	0.548199002930461
"G259"	"G1119"	0.546017658378711
"G306"	"G3971"	0.544585446926062
"G78"	"G1039"	0.542622200569477
"G13"	"G1485"	0.53825910476602
"G259"	"G2709"	0.537867396165327
"G271"	"G1982"	0.533374909487486
"G66"	"G1905"	0.531046508672417
"G13"	"G4397"	0.523308290045673
"G23"	"G992"	0.523124251467828
"G329"	"G4119"	0.521054889357848
"G303"	"G4098"	0.512436387703317
"G13"	"G1057"	0.511178501725587
"G13"	"G4098"	0.510740668037382
"G4"	"G1532"	0.510524719193513
"G13"	"G1326"	0.50543643275743
"G13"	"G4283"	0.502194025230962
"G60"	"G1551"	0.499891985800054
"G329"	"G353"	0.497321732376984
"G306"	"G77"	0.496609768127518
"G243"	"G4186"	0.496504921001999
"G13"	"G2796"	0.494634855030767
"G89"	"G2737"	0.494320783151503
"G13"	"G1282"	0.48480242597145
"G259"	"G2668"	0.484345038966237
"G332"	"G284"	0.48318194054892
"G86"	"G1703"	0.482985724744212
"G329"	"G911"	0.481660651995915
"G260"	"G2330"	0.481552469438878
"G284"	"G332"	0.47738233990894
"G279"	"G3441"	0.474012291199435
"G125"	"G665"	0.466585508654231
"G243"	"G823"	0.463847851252346
"G77"	"G306"	0.46143544738395
"G329"	"G3252"	0.458279307182382
"G306"	"G2120"	0.455654076010472
"G120"	"G418"	0.455635392499592
"G305"	"G1736"	0.450386039862604
"G259"	"G4453"	0.449468474594077
"G243"	"G4367"	0.448018440209559
"G259"	"G4312"	0.443946177174136
